"","ID","Short Title","Year"
"1147","A90463","A perfect description of Virginia: :$bbeing, a full and true relation of the present state of the plantation, their health, peace, and plenty: the number of people, with their abundance of cattell, fowl, fish, &amp;c. with severall sorts of rich and good commodities, which may there be had, either naturally, or by art and labour. Which we are fain to procure from Spain, France, Denmark, Swedeland, Germany, Poland, yea, from the East-Indies. There having been nothing related of the true estate of this plantation these 25 years. Being sent from Virginia, at the request of a gentleman of worthy note, who desired to know the true state of Virginia as it now stands. Also, a narration of the countrey, within a few dayes journey of Virginia, west and by south, where people come to trade: being related to the governour, Sir William Berckley, who is to go himselfe to discover it with 30 horse, and 50 foot, and other things needfull for his enterprize. With the manner how the Emperor Nichotawance came to Sir William Berckley, attended with five petty Kings, to doe homage, and bring tribute to King Charles. With his solemne protestation, that the sun and moon should lose their lights before he (or his people in that country) should prove disloyall, but ever to keepe faith and allegiance to King Charles.","1648"
"1148","A90465","A perfect diurnall of the severall passages in our late journey into Kent, :$bfrom Aug. 19 to Sept. 3. 1642. By the appointment of both Houses of Parliament. Published for the satisfaction of those who desire true information.","1642"
"1149","A90480","Perfect occurrences :$bfaithfully communicating the chief intelligence and proceedings of the King of Scots, the King of France, and the Prince of Conde : with the affaires and designes now on foot in France, Denmarke, Sweden, and Portugal, in relation to the Parliament, Army, and Common-Wealth of England. Containing these ensuing occurrences, viz. 1 The message and proposals of his excellency the Lord General Cromwel, ... 2 A great victory obtained by the English against the Dutch; ... 3 The States of Hollands message to Vantrump; ... Licensed according to order.","1653"
"1150","A90486","A Perfect relation of the great fight between the English and Dutch fleets on Fryday and Satturday [sic] last, :$bn[e]er the coast of Portsmouth; continuing for the space of 18 houres: with a list of the particulars; the names and number of the ships that engaged; the putting to flight fourscore men of war, and 300 merchants; the taking of Van-trumps Vice-Admiral, his Rear-Admiral; and the sinking and burning of 14 more; with the loss of the Sampson, Capt. Ball, Cap. Mildmay, cap. Barker, Mr Sparrow, and some others; the shooting of the Generals ship in neer upon 700 places; the wound[i]ng of his Excellency, &amp; both his Rear-Admirals put into Portsmouth; together with the landing of the Duke of Gloucester in Flanders. Sent in a letter to the Councel of State; and published according to order.","1653"
"1151","A90519","An historical &amp; geographical description of the great country &amp; river of the Amazones in America. :$bDrawn out of divers authors, and reduced into a better forme; with a mapp of the river, and of its provinces, being that place which Sr Walter Rawleigh intended to conquer and plant, when he made his voyage to Guiana. /$cWritten in French by the Count of Pagan, and dedicated to Cardinall Mazarine, in order to a conquest by the Cardinals motion to be undertaken. And now translated into English by William Hamilton, and humbly offered to his Majesty, as worthy his consideration.","1660"
"1152","A90698","The present state of Denmark and reflections upon the ancient state thereof. :$bTogether with a particular account of the birth, education, martial atchievements and brave performances of His Royal Highness Prince George, only brother of His present Majesty of Denmark. /$cBy G. Pierreville Gent. Secretary to the King's Minister at the Court of Denmark.","1683"
"1153","A90756","Delici&aelig; music&aelig; :$bbeing, a collection of the newest and best songs, with the additional musick to the Indian Queen, by Mr. Daniel Purcell, as it is now acted at His Majesties theatre. Most of the songs being within the compass of the flute. With a thorow-bass, for the theorbo-lute, bass-viol, harpsicord, or organ. Composed by several of the best masters. The first book of the second volume.","1696"
"1154","A90775","[The pleasant and delightful] history of the renowned northern worthy, Johnny Armstrong, of Westmoreland :$bshewing his many noble deeds in his youth in divers countries, in arms against the Turks and Saracens in the Holy Land; : and how, settling at Guiltnock-hall in Westmoreland he by his industry, without any estate in lands or rents kept eightscore men to attend him, richly apparell'd well mounted and armed : how he married a fair lady, a poor knight's daughter, and of the noble entertainment at his wedding who brought him a fair son: : also an account of his many victories over the Scots, and how going to Edenborough upon the friendly invitation of that king, he and his men were all slain, valiantly fighting, whose death was revenged by his son; with many other matters of note : licens'd and enter'd according to order.","1690"
"1155","A90805","The politicks of the French King, Lewis the XIV. discovered :$bwith respect to Rome. Emperour, and princes of the Empire. Spain. England. United Provinces. Northern princes. Suisse cantons: and of Savoy. With a short account of his religion. Translated from the French. Licensed according to order.","1689"
"1156","A90873","Papers presented to the Parliament, against the Lord Inchequin Lord President of Munster in Ireland, :$bsent from Captain Crowther, Vice-Admiral of the Irish Seas. And the Lord Inchequins Declaration. With a declaration subscribed by severall eminent commanders, late of the army commanded by the Lord Inchequin. Read in both Houses of Parliament. Die Sabbathi, Aprill 15. 1648. These papers concerning the Lord Inchequins disserting the Parliament, with his declaration, and the declaration of the officers, is appointed to be published. Imprimatur Gil. Mabbott.","1648"
